,Title,Date,Number of Comments,Number of Views
597,"   הפועל ת''א תשתתף לראשונה במפעל היורוקאפ של היורוליג | פורסמה הרשימה המלאה של המשתתפות ביורוליג, הרוסיות בחוץ","צוות הספורט
06/17/2022",3,2186
598,"   ארה''ב: במשך שנים, ה FBI קיבל תלונות על אלימות וגזענות של אדם שאח''כ ירה על מפגינים בפורטלנד","פיניקית
06/17/2022",5,4216
599,   ביידן הכריז על אספקת נשק חדשה בשווי מיליארד דולר לאוקראינה,"KobyBD
06/17/2022",22,11445
600,"   הרמטכ''ל העניק דרגת אל''מ לרעות רטיג-וייס, מפקדת החטיבה הראשונה בצה''ל והאישה הראשונה בדרגה זו כקצינה לוחמת","דיווח מיוחד
06/17/2022",11,8014
601,   פוטין ציפה לכבוש את קייב תוך 12 שעות,"קוראת ותיקה
06/16/2022",90,22642
602,"   השביתה מאחורינו, התירוצים לא | שנה להקמת הממשלה - ועבודות השיפוץ בבית בבלפור עדיין בשלבי ''תכנון''","micmic
06/16/2022",42,14072
603,   אישה נפצעה קשה בנפילה מגובה ברמת גן,"Raffaello
06/16/2022",6,6351
604,   עקב עבודות: חסימה הרמטית באיילון דרום הלילה ובלילה שבין חמישי לשישי .,"Braveheart
06/16/2022",13,13627
605,   פרשת הצוללות | הדיונים יתקיימו בבסיס תל השומר מפאת צורכי אבטחה וסיווג בטחוני. הוועדה תפנה לצה''ל וגופי הביטחון,"The Godfather
06/16/2022",11,5202
606,   המל''ל: המלצות לכללי זהירות לישראלים השוהים באיסטנבול,"פיטנגו
06/16/2022",10,6337
607,"   דריסה בכפר סבא, יש מצב לפח''ע","אבן מאסו
06/16/2022",8,12555
608,   אחדות מקיר לקיר.כל רבני פ''ת חתמו על יוזמת רב העיר הרב מיכה הלוי בדבר תקנות לשמירת השבת,"אברהם בראל
06/16/2022",90,14114
609,   ההערכה בצהל; מעצר החולייה באזור אום אל פחם עם 2 אקדחים סיכל פיגוע בישראל,"דיווח מיוחד
06/16/2022",27,13571
610,"   המשא ומתן בין ההנהלה לטייסי אל על פוצץ, צפי לשיבושים נוספים","פיטנגו
06/16/2022",33,10265
611,   3 פצועים בינוני מירי באום אל פחם,"מזרח_תיכון
06/16/2022",8,2368
612,   קרן ''עם ישראל חי'' הודיעה כי תעניק 50 אלף ש''ח למי שיביא מידע ממשי שיוביל למציאתו של מוישי קליינרמן בריא ושלם,"פורטרט
06/16/2022",2,1867
613,"   100 עובדי ''אמיליה קוסמטיקס'' קיבלו הבוקר מכתבי פיטורין, לאחר שההנהלה החליטה לסגור את המפעל בירוחם","טנגרם
06/16/2022",18,11053
614,   דגל התורה הגישה הצעת חוק להורדת אחוז החסימה| ייתכן והשיחה בין לפיד וגפני עסקה בנושא זה,"בנג'ו
06/16/2022",83,17209
615,"   המשא ומתן התפוצץ: הסתדרות המורים לא הגיעו להסכם עם האוצר; יפה בן דוד תוקפת את ליברמן, לפיד ובנט","Lanki
06/16/2022",22,7605
616,   תופעה חדשה בבני ברק (איזור התעשיה של מגדלי ב.ס.ר): חונים ומסירים את לוחיות הרישוי - כדי להימנע מדוחות,"פיניקית
06/16/2022",31,20775
617,   7 כלי רכב הוחרמו אתמול בכפרים עספיא ודליית אל-כרמל בגין חובות מס המסתכמים ביותר מ-3.5 מיליון שקל,"קורנס
06/16/2022",15,7858
618,"   כוחות צה''ל עצרו היום מחבלים שירו במרחב במהלך פעילות שגרתית במרחב התפר, אין נפגעים","Izhack111
06/16/2022",8,3155
619,   ''בא לי למות'': בת 9 מאזור הדרום מספרת על החרם שהיא עוברת בבית הספר,"גדותן
06/16/2022",100,20389
620,   ישראל וטורקיה סיכלו בשבועיים האחרונים מספר פיגועים שעמדו לצאת לדרך והיו מוכוונים על ידי האיראנים,"טנגרם
06/16/2022",9,3917
621,   הולנד: חשפנו מרגל רוסי שניסה להסתנן לבית הדין בהאג,"menahem
06/16/2022",4,3338
622,   גורמים בממשל ביידן: הסנקציות על איראן יוחמרו במידת הצורך,"אריה33
06/16/2022",11,3282
623,   ערב הסעודית: השלטונות החרימו צעצועים בצבעי הקשת באשמת עידוד הומוסקסואליות,"יוסריאן
06/16/2022",108,17825
624,   הצעיר שמפעיל חשבונות בטוויטר שעוקבים אחרי מטוסי מיליארדים הגיע להסכם עם המיליארד מארק קובן,"KobyBD
06/16/2022",18,23781
625,   שריפה גדולה בעיר העתיקה בבאר שבע,"מזרח_תיכון
06/16/2022",13,9503
626,   המשטרה איתרה וזיהתה את גופתו של הנעדר לנגה סמואל מנהריה,"כונן
06/16/2022",6,10242
627,   מירב בן ארי: ''יהיו בחירות.הייתה לי שיחה ארוכה מאוד עם אורבך. קשה לו מאוד'',"בנג'ו
06/16/2022",50,21797
628,   תקרית אלימה בעכו: ש''בחים וקטינים תקפו נערים מביה''ס לקציני ים,"Disco
06/16/2022",34,20421
629,   דיווח: כ 40% מהמשטרות בארה''ב לא העבירו דיווחים שנתיים ל FBI בשנה שעברה,"פיניקית
06/16/2022",4,2078
630,"   ארה''ב: ד''ר אנתוני פאוצ'י נמצא חיובי לקורונה, סובל מתסמינים קלים","KobyBD
06/16/2022",36,10013
631,   האולטימטום והאיומים: כך עובד הפרוטקשן בעולם התחתון,"יתושון
06/16/2022",65,23996
632,   לפיד נערך להיכנס ללשכת רה״מ בחודש הקרוב,"micmic
06/16/2022",131,33794
633,   בתוך יומיים: שלוש חברות הייטק ישראליות הצטרפו לגל הפיטורים והקיצוצים,"פיניקית
06/16/2022",26,23718
634,   שאיפות לאומיות במסווה של זכויות אזרחיות,"אדי כהן
06/16/2022",0,0
635,   דיווח: חזבאללה הכניס לכוננות את היחידה הימית המיוחדת שלו מחשש להידרדרות המצב על רקע סכסוך הגבול הימי עם ישראל,"דבש ועוקץ
06/16/2022",16,8658
636,   מירב מיכאלי: לא ארוץ עם מרצ,"ססטאולי
06/16/2022",48,21075
637,"   בכיר אוקראיני: מספר הנפגעים היומי מגיע ל-1000 חיילים, מתוכם 200-500 הרוגים והרבה יותר פצועים","זבנג וגמרנו
06/16/2022",145,21369
638,   צפו: ניסוי שיגור ראשון של טיל ספייק מצריח ה-GUARDIAN 30 הספרדי,"Brain Damage
06/16/2022",2,3620
639,"   החשוד המרכזי בדריסת המתנדב יישאר במעצר, היתר שוחררו: ''צעקנו שיבלום''","ווגאס123
06/16/2022",23,4286
640,   יוזמה אמריקנית: לצמצם את המימון של ארה''ב לאו''ם אם חקירת ישראל תימשך,"אריה33
06/16/2022",2,2631
641,"   תאילנד: חקלאי האכיל את התרנגולות בקנאביס, התוצאה: שיפור באיכות הבשר והביצים ועמידות גבוהה יותר בפני מזג אוויר","עבד לעם קדוש
06/16/2022",87,42966
642,   תיעוד - רוכב אופנוע משתולל ונוסע על גלגל אחד ולבסוף נופל.,"אוהבחדשות
06/16/2022",49,23072
643,   שנה ל''שומר החומות'' | בישראל מעריכים: חמאס יפתח את המערכה הבאה בהפתעה,"דבש ועוקץ
06/16/2022",19,10750
644,   הכלב שסייע בחיפוש ספיר נחום - הורעל ומת,"חרוב
06/16/2022",84,43802
645,   דורון אלמוג ימונה לתפקיד יו״ר הסוכנות היהודית,"אוהב ידע
06/16/2022",17,5493
646,   אלביט מוכרת טנקים קלים לפיליפינים,"Brain Damage
06/16/2022",18,13887
647,"   אחמד טיבי: ''בממשלה הגרועה הקודמת, העבירו לחברה הערבית מילארדים, בלי שנצטרך לוותר על דבר מהעקרונות שלנו''.","אור נבון
06/16/2022",121,19902
648,   בשל הסכסוך בבית החולים וולפסון: משרד הבריאות שוקל לסגור את המחלקה לחולי סרטן,"האדמירל
06/16/2022",8,1860
649,   האם שר החוץ יאיר לפיד מחרים את חבר הפרלמנט הצרפתי מאיר חביב בגלל יחסיו עם ראש האופוזיציה בנימין נתניהו ?,"אלמוני
06/16/2022",40,11681
650,   עודד בן עמי מראיין את מנסור עבאס ומפנה אותו לאמירה של נתניהו נגדו - אלא שנתניהו ציטט דברים שאמר בנט על עבאס,"ישראל_ק
06/16/2022",46,19245
651,"   עובד בנתב''ג דרש 200 דולר משני תיירים תמורת עזרה באיתור המזוודה שלהם, ומנע את יציאתם מהחדר כשלא שילמו לו","פורטרט
06/16/2022",56,21415
652,   שירות הסטרימינג דיסני פלוס נפתח לצפייה- וקרס מיד,"edi
06/16/2022",86,26393
653,   סגן שר החוץ הרוסי מחה בפני שגריר ישראל במוסקבה על התקיפה בדמשק,"האדמירל
06/16/2022",7,1163
654,"   זוג ישראלים שנפשו בטורקיה: ''האיראנים שאלו את המלצר מאיפה אנחנו, הסתתרנו במלון עד הטיסה''","דיווח מיוחד
06/16/2022",82,26381
655,   משרד הביטחון יציג לביידן את מערכת יירוט הלייזר - ויבקש סיוע במימונו,"האדמירל
06/16/2022",103,20000
656,   דיווח: טסלה שוב העלתה מחירים בארה״ב לרכבים. האם בקרוב גם בישראל?,"חדשטח
06/16/2022",37,9289
657,   לפני ביקור ביידן: הרחוב מול השגרירות הסעודית בוושינגטון שונה לשמו של העיתונאי שנרצח ב2018,"KobyBD
06/16/2022",22,6363
658,   משה כחלון מתפטר מתפקידו כיו''ר הדירקטוריון ביונט קרדיט,"elbaz
06/16/2022",37,19839
659,   פיצוץ חזק מאוד לפנות בוקר בתא,"ניוטון
06/16/2022",28,23295
660,"   יאיר גולן: גבירותי ורבותי - ש ו ח ד (לכאורה). אני קורא ליועמ״ש לפעול מול העבריינות של אורבך, סילמן והליכוד","בנג'ו
06/16/2022",6,1048
661,"   אוניברסיטת ת''א תשלם 45,000 שקל לסטודנט שהוזמן למסעדות לא כשרות","עבד לעם קדוש
06/16/2022",65,27894
662,   מה מסתיר שר הבריאות? ניצן הורוביץ אלוף ההפרות של חופש המידע,"ישראל_ק
06/16/2022",28,17132
663,   מכוניות טסלה היו מעורבות ב-70% מן התאונות החמורות שבהן הופעלה בקרת שיוט אדפטיבית,"Gtamar
06/16/2022",33,9985
664,   צפו: בכיר רע''מ - המתפרעים בהר הבית אנשי רע''מ,"הקול היהודי
06/16/2022",22,10883
665,   ברגעים אלו - השתלטות פלסטינית 2 קילומטר מראש העין בתוך שטח אש,"מורפיוס
06/16/2022",32,21427
666,   במשטרה התגאו בירידה בפשיעה בציבור הערבי. ואז נרצחו שבעה אנשים | קצין בכיר: ''זה תהליך ארוך... אין זבנג וגמרנו'',"זבנג וגמרנו
06/16/2022",24,11244
667,   רשות המסים בניצחון ענק: 'אנשי הקש' ישלמו מחירים כבדים,"עבד לעם קדוש
06/16/2022",27,28119
668,   זינוק נוסף במחירי הדלק צפוי בתחילת חודש יולי. לפי ההערכות - המחיר יעלה בחצי שקל לליטר לפחות,"עולם קטן
06/16/2022",146,22954
669,   ביטולי הטיסות באל על נמשכים,"לוחם_ישראל
06/16/2022",31,18380
670,   מפקד יחידת אבטחת האישים במשמרות המהפכה האיראנים נעצר באשמת ריגול,"NZIV
06/16/2022",43,26238
671,   משרד החקלאות: סוף עידן הלולים המיושנים - הרפורמה בענף ההטלה יוצאת לדרך,"פיניקית
06/16/2022",41,14627
672,"   השר הורביץ: ''בנט לא מפנה את חאן אל אחמר, כי הוא נמצא בממשלה שאי אפשר לעשות בה הכל''","עבד לעם קדוש
06/16/2022",41,9506
